,as_label,uberon_id,sex,ref_organ
1076,Spatial entity of male left lens,FMA:58243,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1077,Spatial entity of male left macula lutea,FMA:58639,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1078,Spatial entity of male left optic choroid,FMA:58300,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1079,Spatial entity of male left optic disc,FMA:58636,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1080,Spatial entity of male left ora serrata of retina,FMA:58602,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1081,Spatial entity of male left palpebral conjunctiva of lower eyelid,FMA:223075,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1082,Spatial entity of male left palpebral conjunctiva of upper eyelid,FMA:223078,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1083,Spatial entity of male left pupil,UBERON:0010223,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1084,Spatial entity of male left retina,FMA:58303,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1085,Spatial entity of male left schlemms canal,FMA:51875,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1086,Spatial entity of male left sclera,FMA:58272,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1087,Spatial entity of male left suspensory ligament of lens,FMA:58840,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1088,Spatial entity of male left trabecular meshwork,UBERON:0005969,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1089,Spatial entity of male left vitreous humor,FMA:261238,Male,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary
1090,Spatial entity of male anterior commissure L,UBERON:0000935,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1091,Spatial entity of male anterior commissure R,UBERON:0000935,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1092,Spatial entity of male anterior intermediate orbital gyrus L,UBERON:0002644,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1093,Spatial entity of male anterior intermediate orbital gyrus R,UBERON:0002644,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1094,Spatial entity of male anterior olfactory nucleus L,UBERON:0002266,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1095,Spatial entity of male anterior parahippocampal gyrus L,UBERON:0022383,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1096,Spatial entity of male anterior parahippocampal gyrus R,UBERON:0022383,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1097,Spatial entity of male basilar part of pons L,UBERON:0002151,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1098,Spatial entity of male basilar part of pons R,UBERON:0002151,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1099,Spatial entity of male brain H,UBERON:0002812,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1100,Spatial entity of male brain H,UBERON:0002813,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1101,Spatial entity of male cerebellar vermis L,UBERON:0004720,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1102,Spatial entity of male cerebral peduncle crus cerebri L,UBERON:0002623,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1103,Spatial entity of male cerebral peduncle crus cerebri R,UBERON:0002623,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1104,Spatial entity of male cingulate gyrus caudal posterior part L,UBERON:0002740,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1105,Spatial entity of male cingulate gyrus caudal posterior part R,UBERON:0002740,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1106,Spatial entity of male cingulate gyrus rostral anterior part L,UBERON:0002756,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1107,Spatial entity of male cingulate gyrus rostral anterior part R,UBERON:0002756,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1108,Spatial entity of male corpus callosum L,UBERON:0002336,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1109,Spatial entity of male corpus callosum R,UBERON:0002336,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1110,Spatial entity of male cuneus L,UBERON:0006092,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1111,Spatial entity of male cuneus R,UBERON:0006092,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1112,Spatial entity of male fornix L,UBERON:0000052,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1113,Spatial entity of male fornix R,UBERON:0000052,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1114,Spatial entity of male fourth ventricle L,UBERON:0002422,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1115,Spatial entity of male fourth ventricle R,UBERON:0002422,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1116,Spatial entity of male frontal operculum L,UBERON:0002947,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1117,Spatial entity of male frontal operculum R,UBERON:0002947,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1118,Spatial entity of male gyrus rectus straight gyrus L,UBERON:0004671,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1119,Spatial entity of male gyrus rectus straight gyrus R,UBERON:0004671,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1120,Spatial entity of male hippocampus L,UBERON:0002421,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1121,Spatial entity of male hippocampus R,UBERON:0002421,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1122,Spatial entity of male hypothalamus L,UBERON:0001898,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1123,Spatial entity of male hypothalamus R,UBERON:0001898,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1124,Spatial entity of male inferior colliculus L,UBERON:0001946,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1125,Spatial entity of male inferior colliculus R,UBERON:0001946,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1126,Spatial entity of male inferior frontal gyrus opercular part L,UBERON:0002980,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1127,Spatial entity of male inferior frontal gyrus opercular part R,UBERON:0002980,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1128,Spatial entity of male inferior frontal gyrus triangular part L,UBERON:0002629,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1129,Spatial entity of male inferior frontal gyrus triangular part R,UBERON:0002629,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1130,Spatial entity of male inferior occipital gyrus L,UBERON:0014608,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1131,Spatial entity of male inferior occipital gyrus R,UBERON:0014608,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1132,Spatial entity of male inferior temporal gyrus L,UBERON:0002751,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1133,Spatial entity of male inferior temporal gyrus R,UBERON:0002751,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1134,Spatial entity of male ingulo parahippocampal isthmus L,UBERON:0002738,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1135,Spatial entity of male ingulo parahippocampal isthmus R,UBERON:0002738,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1136,Spatial entity of male lateral occipitotemporal fusiform gyrus occipital part L,UBERON:0022364,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1137,Spatial entity of male lateral occipitotemporal fusiform gyrus occipital part R,UBERON:0022364,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1138,Spatial entity of male lateral orbital gyrus L,UBERON:0002564,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1139,Spatial entity of male lateral orbital gyrus R,UBERON:0002564,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1140,Spatial entity of male lingual gyrus medial occipitotemporal gyrus L,UBERON:0002943,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1141,Spatial entity of male lingual gyrus medial occipitotemporal gyrus R,UBERON:0002943,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1142,Spatial entity of male medial orbital gyrus L,UBERON:0002570,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1143,Spatial entity of male medial orbital gyrus R,UBERON:0002570,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1144,Spatial entity of male middle frontal gyrus L,UBERON:0002702,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1145,Spatial entity of male middle frontal gyrus R,UBERON:0002702,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1146,Spatial entity of male middle temporal gyrus L,UBERON:0002771,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1147,Spatial entity of male middle temporal gyrus R,UBERON:0002771,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1148,Spatial entity of male occipital pole L,UBERON:0002902,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1149,Spatial entity of male occipital pole R,UBERON:0002902,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1150,Spatial entity of male olfactory bulb L,UBERON:0002264,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1151,Spatial entity of male optic radiation L,UBERON:0022264,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1152,Spatial entity of male optic radiation R,UBERON:0022264,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1153,Spatial entity of male optic tract L,UBERON:0001908,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1154,Spatial entity of male optic tract R,UBERON:0001908,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1155,Spatial entity of male paracentral lobule rostral part L,UBERON:0035932,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1156,Spatial entity of male paracentral lobule rostral part R,UBERON:0035932,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1157,Spatial entity of male parietal operculum L,UBERON:0002911,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1158,Spatial entity of male parietal operculum R,UBERON:0002911,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1159,Spatial entity of male pineal body L,UBERON:0001905,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1160,Spatial entity of male pineal body R,UBERON:0001905,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1161,Spatial entity of male piriform region L,UBERON:0004725,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1162,Spatial entity of male planum polare L,UBERON:0023861,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1163,Spatial entity of male planum polare R,UBERON:0023861,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1164,Spatial entity of male planum temporale L,UBERON:0022268,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1165,Spatial entity of male planum temporale R,UBERON:0022268,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1166,Spatial entity of male pontine tegmentum L,UBERON:0003023,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1167,Spatial entity of male pontine tegmentum R,UBERON:0003023,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1168,Spatial entity of male postcentral gyrus L,UBERON:0002581,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1169,Spatial entity of male postcentral gyrus R,UBERON:0002581,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1170,Spatial entity of male posterior intermediate orbital gyrus L,UBERON:0002644,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1171,Spatial entity of male posterior intermediate orbital gyrus R,UBERON:0002644,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
1172,Spatial entity of male posterior parahippocampal gyrus L,UBERON:0002657,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary
