,organ,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count,level_1_cell_id,level_1_cell_label
2160,Left mammary gland,http://purl.obolibrary.org/obo/UBERON_0015134,main lactiferous duct,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000646,basal cell,35.378,0.09529170931422724,3,http://purl.obolibrary.org/obo/CL_0000034,stem cell
2162,Left mammary gland,http://purl.obolibrary.org/obo/UBERON_0015134,main lactiferous duct,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000669,pericyte,29.488,0.07942681678607984,3,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
2164,Left mammary gland,http://purl.obolibrary.org/obo/UBERON_0015134,main lactiferous duct,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000235,macrophage,10.906,0.0293756397134084,3,http://purl.obolibrary.org/obo/CL_0000235,macrophage
2166,Left mammary gland,http://purl.obolibrary.org/obo/UBERON_0015134,main lactiferous duct,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,5.662000000000001,0.01525076765609007,3,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
2168,Left mammary gland,http://purl.obolibrary.org/obo/UBERON_0015134,main lactiferous duct,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002543,vein endothelial cell,2.964,0.007983623336745137,3,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
2170,Left mammary gland,http://purl.obolibrary.org/obo/UBERON_0015134,main lactiferous duct,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T cell,2.812,0.007574206755373593,3,http://purl.obolibrary.org/obo/CL_0000084,T cell
2172,Left mammary gland,http://purl.obolibrary.org/obo/UBERON_0015134,main lactiferous duct,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cell,2.28,0.006141248720573184,3,http://purl.obolibrary.org/obo/CL_0000236,B cell
2174,Left mammary gland,http://purl.obolibrary.org/obo/UBERON_0015134,main lactiferous duct,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000359,vascular associated smooth muscle cell,1.634,0.004401228249744114,3,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell
2176,Left mammary gland,http://purl.obolibrary.org/obo/UBERON_0015134,main lactiferous duct,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,0.228,0.0006141248720573182,3,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
2178,Left mammary gland,http://purl.obolibrary.org/obo/UBERON_0015134,main lactiferous duct,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,0.19,0.0005117707267144319,3,http://purl.obolibrary.org/obo/CL_0000084,T cell
2180,Left mammary gland,http://purl.obolibrary.org/obo/UBERON_0015134,main lactiferous duct,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,mast cell,0.076,0.0002047082906857728,3,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
884,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000597,Papillary Tip Epithelial,5909.789999999999,0.3499835069593524,4,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
885,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,3891.65,0.2304672949222162,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
886,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,2206.29,0.1306586378821159,4,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
887,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000692,Fibroblast,1819.19,0.1077341996966702,4,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
888,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000714,Cortical Collecting Duct Principal,957.94,0.05673013773021413,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
889,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,546.65,0.0323731442368223,4,Unknown Cell,Unknown Cell
890,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001318,Cortical Vascular Smooth Muscle / Pericyte,413.65,0.02449675498684998,4,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
891,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000716,Outer Medullary Collecting Duct Principal,253.24,0.01499711889972172,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
892,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T,225.64,0.01336262007792295,4,http://purl.obolibrary.org/obo/CL_0000084,T cell
893,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,161.07,0.009538721928519102,4,Unknown Cell,Unknown Cell
894,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011031,Monocyte-derived,145.37,0.008608952671191545,4,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
895,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000890,M2 Macrophage,105.21,0.006230638443530731,4,http://purl.obolibrary.org/obo/CL_0000235,macrophage
896,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002138,Lymphatic Endothelial,53.87,0.003190233751097809,4,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
897,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000768,Connecting Tubule,41.41,0.002452340442416192,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
898,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001058,Plasmacytoid Dendritic,36.21,0.002144391389033816,4,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
899,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,Mast,23.74,0.001405905870634156,4,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
900,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000452,Parietal Epithelial,19.47,0.001153032321029782,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
901,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B,13.49,0.000798890909640049,4,http://purl.obolibrary.org/obo/CL_0000236,B cell
902,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000990,Classical Dendritic,12.73,0.0007538829710687787,4,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
903,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030012,Descending Thin Limb Type 1,11.34,0.0006715658202607973,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
904,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030018,Connecting Tubule Principal,10.77,0.0006378098663323445,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
905,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000412,Afferent / Efferent Arteriole Endothelial,5.68,0.0003363751198484417,4,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
906,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,3.46,0.0002049045624428888,4,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
907,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030013,Descending Thin Limb Type 2,2.84,0.0001681875599242208,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
908,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000875,Non-classical monocyte,2.84,0.0001681875599242208,4,http://purl.obolibrary.org/obo/CL_0000576,monocyte
909,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002573,Schwann / Neural,1.73,0.0001024522812214444,4,http://purl.obolibrary.org/obo/CL_0000125,glial cell
910,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000850,Macula Densa,1.64,9.712239375905712e-05,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
911,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,Plasma,1.42,8.409377996211042e-05,4,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
912,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030016,Distal Convoluted Tubule Type 1,1.42,8.409377996211042e-05,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
913,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000814,Natural Killer T,1.33,7.876389249972315e-05,4,http://purl.obolibrary.org/obo/CL_0000084,T cell
914,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000715,Cortical Collecting Duct Intercalated Type A,1.02,6.040539124038917e-05,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
915,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000653,Podocyte,1.02,6.040539124038917e-05,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
916,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030014,Descending Thin Limb Type 3,0.62,3.671700251866793e-05,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
917,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000650,Mesangial,0.62,3.671700251866793e-05,4,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
918,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001109,Cortical Thick Ascending Limb,0.31,1.835850125933397e-05,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
919,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000648,Renin-positive Juxtaglomerular Granular,0.31,1.835850125933397e-05,4,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell
920,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000717,Outer Medullary Collecting Duct Intercalated Type A,0.31,1.835850125933397e-05,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
921,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002201,Intercalated Type B,0.31,1.835850125933397e-05,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
922,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030009,Proximal Tubule Epithelial Segment 1,0.31,1.835850125933397e-05,4,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4137,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,766.2540000000001,0.3597622412425056,8,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4138,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,414.8859999999999,0.1947922193164905,8,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
4139,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000597,Papillary Tip Epithelial,227.674,0.1068947222626521,8,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
4140,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000692,Fibroblast,216.524,0.101659710125875,8,http://purl.obolibrary.org/obo/CL_0000057,fibroblast
4141,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000890,M2 Macrophage,78.70200000000001,0.03695120405279147,8,http://purl.obolibrary.org/obo/CL_0000235,macrophage
4142,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000716,Outer Medullary Collecting Duct Principal,74.82900000000001,0.03513280028546076,8,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4143,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001318,Cortical Vascular Smooth Muscle / Pericyte,53.08799999999999,0.024925230880468,8,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
4144,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T,47.107,0.02211710463920672,8,http://purl.obolibrary.org/obo/CL_0000084,T cell
4145,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,43.85800000000001,0.02059167374840955,8,Unknown Cell,Unknown Cell
4146,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011031,Monocyte-derived,42.85900000000002,0.02012263544126693,8,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
4147,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000875,Non-classical monocyte,33.304,0.01563648826934725,8,http://purl.obolibrary.org/obo/CL_0000576,monocyte
4148,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,30.174,0.01416692880853002,8,Unknown Cell,Unknown Cell
4149,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000768,Connecting Tubule,19.21,0.00901924512533511,8,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4150,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030018,Connecting Tubule Principal,16.922,0.00794501124471217,8,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4151,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,Plasma,12.562,0.005897957171497121,8,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
4152,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000714,Cortical Collecting Duct Principal,9.28,0.004357032522806342,8,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4153,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002573,Schwann / Neural,7.931,0.003723666480428567,8,http://purl.obolibrary.org/obo/CL_0000125,glial cell
4154,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002138,Lymphatic Endothelial,6.809000000000001,0.003196878712046163,8,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
4155,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000715,Cortical Collecting Duct Intercalated Type A,6.685,0.003138659742991423,8,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
4156,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,Ascending Vasa Recta Endothelial,6.256000000000001,0.002937240890374621,8,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
4157,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,Mast,4.784000000000001,0.002246125386757063,8,http://purl.obolibrary.org/obo/CL_0000000,unknown cell
4158,Left ureter,http://purl.obolibrary.org/obo/UBERON_0001223,Left ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B,4.135000000000001,0.001941414814849594,8,http://purl.obolibrary.org/obo/CL_0000236,B cell
